Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status,Vendor Area,GST Registered,Rejection Reason,Vendor Category,GST (%),GST vendor Amount (INR),Monthly Income,Likely GST Rejection Reason,Is Threshold Crossed?
a732ef73-3a2d-4e21-a587-d1d496a29ad6,26-06-2024 11:03,Shayak Dora,1033788927@okaxis,Snack Stall,1112447013@okaxis,848.66,SUCCESS,Hebbal,No,Avoiding Tax,Food,5,42.433,102317.05,Small vendor - under threshold,Yes
7b5f0235-3b54-4dd8-9b07-5d0cdaf363c0,13-06-2024 16:26,Tiya Mani,2079266341@okaxis,Electronics Repair,3434298559@oksbi,9212.59,FAILED,BTM Layout,No,Not Registered for GST,Service,18,1658.2662,133576.36,Small vendor - under threshold,Yes
7a887b29-98d3-425b-b173-a8462b7cad5d,19-06-2024 12:21,Priyansh Yohannan,5353961984@okaxis,Handicrafts Seller,5231780466@oksbi,516.73,SUCCESS,Malleshwaram,No,Avoiding Tax,Retail,5,25.8365,131773.59,Small vendor - under threshold,Yes
247cfd80-21c1-4a8c-bb2d-dd4453184bc9,15-06-2024 08:55,Himmat Chaudhuri,8019303209@okhdfcbank,Chaat Stall,7377508820@oksbi,5741,FAILED,BTM Layout,No,Not Registered for GST,Food,5,287.05,108684.91,Small vendor - under threshold,Yes
224033c6-12ce-4275-ba1f-cb6727496e4f,05-06-2024 12:54,Stuvan Khalsa,5705782401@okybl,Watch Repair,7590543708@okybl,7082.09,SUCCESS,Jayanagar,No,Prefers Cash,Service,18,1274.7762,79995.93,Small vendor - under threshold,Yes
a4a08a97-09f6-4efe-a825-b7d7f52da332,17-06-2024 03:33,Riya Dalal,4010996215@okybl,Petty Shop,3188077697@okhdfcbank,305.83,SUCCESS,HSR Layout,No,Avoiding Tax,Retail,5,15.2915,79286.31,Small vendor - under threshold,Yes
20339cf2-ce5f-4a8f-a44e-682a37eb79ab,29-06-2024 10:22,Mohanlal Mammen,0157551062@okybl,Roadside Books,9801224084@okhdfcbank,3667.42,FAILED,Whitefield,No,Prefers Cash,Retail,5,183.371,86856.16,Small vendor - under threshold,Yes
faf020fb-feea-415e-91f5-ed8ba5c76d60,08-06-2024 14:58,Priyansh Doctor,6898542101@okhdfcbank,Mini Bakery,4387878239@okicici,2300.11,SUCCESS,BTM Layout,No,Prefers Cash,Food,5,115.0055,99927.83,Small vendor - under threshold,Yes
4b483507-686e-40ca-80bd-69f8913d5829,09-06-2024 20:08,Jayan Balan,5306445590@okaxis,Second-Hand Clothes,3291269218@okybl,3812.34,SUCCESS,BTM Layout,No,Not Registered for GST,Retail,5,190.617,107423.84,Small vendor - under threshold,Yes
d5af673b-514b-48f9-869b-001fb04cf079,10-06-2024 11:56,Mishti Chaudhry,5645930257@okicici,Footwear Repair,6718894386@okhdfcbank,3034.93,FAILED,Koramangala,Yes,Prefers Cash,Service,18,546.2874,77759,Small vendor - under threshold,Yes
b2c70126-9eb4-406c-81f0-ba9886b557ea,21-06-2024 05:12,Prerak Lanka,1013933291@okhdfcbank,Flower Garland Seller,5826134954@okybl,4245.79,SUCCESS,Whitefield,No,Avoiding Tax,Supply,12,509.4948,95955.04,Small vendor - under threshold,Yes
e96988fb-1def-4ef1-8dff-edcf2d74ad27,14-06-2024 02:05,Onkar Barad,4871618012@oksbi,Photo Print Stall,7727571332@okicici,9383.72,SUCCESS,Jayanagar,Yes,Registered,Service,18,1689.0696,108139.06,Small vendor - under threshold,Yes
b9fb5dc4-2e04-4a3c-bfce-ca646e4d86f0,11-06-2024 02:10,Ivana Saraf,2098056642@okybl,Bhelpuri Stall,4140062352@okicici,1779.82,FAILED,Koramangala,No,Prefers Cash,Food,5,88.991,69758.09,Small vendor - under threshold,Yes
fd23941e-6e57-4f88-8b36-8a051fa58859,15-06-2024 12:48,Jayan Borde,4829799801@okhdfcbank,Street Magician,6630701368@okicici,6176.64,FAILED,Yeshwantpur,No,Not Registered for GST,Service,18,1111.7952,67964.91,Small vendor - under threshold,Yes
d2083832-2ba7-43a2-943e-acdf28fb48b8,13-06-2024 09:46,Dharmajan Gill,0317344963@okicici,Fast Food Van,1809433425@okybl,8634.44,FAILED,Hebbal,Yes,Not Registered for GST,Food,5,431.722,80835.41,Small vendor - under threshold,Yes
3b86e2b1-23de-4e43-89e5-d313fda3ac65,01-07-2024 16:38,Charvi Khanna,4668699489@oksbi,Street Magician,0192097577@okicici,7128.77,SUCCESS,HSR Layout,No,Avoiding Tax,Service,18,1283.1786,10224.45,Small vendor - under threshold,Yes
b5e81832-e3e0-4161-8fbb-f011f3a55363,12-06-2024 00:21,Ayesha Sen,2184121971@okaxis,Street Tailor,0805878265@okicici,8311.32,FAILED,Indiranagar,No,Not Registered for GST,Service,18,1496.0376,105722.99,Small vendor - under threshold,No
1bdb2dfa-940c-4ddf-9e99-3552ba10f7c8,19-06-2024 08:35,Anahita Golla,3789353811@okicici,Local Cafe,1104921441@okicici,350.6,FAILED,Whitefield,Yes,Prefers Cash,Food,5,17.53,146760.04,Small vendor - under threshold,Yes
e90d6496-56de-4e00-8a7f-c001dc8cb20d,19-06-2024 17:38,Madhav Seshadri,4063241105@okaxis,Mobile Recharge,8058071774@okaxis,5846.95,SUCCESS,Indiranagar,No,Avoiding Tax,Service,18,1052.451,119156.63,Small vendor - under threshold,Yes
764d0501-7a75-49e9-9f75-1561af6cfb5e,28-06-2024 11:18,Chirag Sehgal,0478452850@oksbi,Tea Shop,0674490151@okicici,1387.22,SUCCESS,Yeshwantpur,No,Avoiding Tax,Food,5,69.361,94100.2,Small vendor - under threshold,Yes
ea7a8976-1a2f-437d-b6fc-65695c89f70c,21-06-2024 09:22,Vardaniya Gill,3826324459@okybl,Toy Seller,7460253681@oksbi,3201.49,SUCCESS,Whitefield,No,Avoiding Tax,Retail,5,160.0745,111276.05,Small vendor - under threshold,Yes
64210714-d6eb-4805-9f96-eeafdfe6f74b,26-06-2024 14:07,Samarth Edwin,0532175823@okicici,Pani Puri Stall,4430520060@oksbi,4861.1,SUCCESS,Jayanagar,No,Avoiding Tax,Food,5,243.055,103890.95,Small vendor - under threshold,Yes
0512959e-83ef-4325-8e7e-cf06f1d83e34,04-06-2024 09:04,Arnav Choudhary,3722792817@okybl,Lassi Stall,0071316576@okybl,5359,SUCCESS,Koramangala,No,Avoiding Tax,Food,5,267.95,97730.21,Small vendor - under threshold,Yes
f172fc8d-0c89-40cf-a0bc-27cc477f40c0,04-06-2024 15:31,Yuvraj  Dube,6252628232@okhdfcbank,Bamboo Chair Seller,0375473489@oksbi,5648.53,SUCCESS,BTM Layout,No,Prefers Cash,Retail,5,282.4265,97095.4,Small vendor - under threshold,Yes
492a8f5e-946b-465e-9af2-ecdb3a330401,10-06-2024 15:21,Fateh Andra,9727460687@oksbi,Mobile Recharge,7631622590@okybl,9041.09,FAILED,Koramangala,Yes,Avoiding Tax,Service,18,1627.3962,119156.63,Small vendor - under threshold,Yes
ea881988-35dc-4988-9ef3-3f5f8c56b570,28-06-2024 14:39,Prisha Kashyap,8962519622@okybl,Lassi Stall,7636098038@oksbi,3203.37,FAILED,Indiranagar,No,Avoiding Tax,Food,5,160.1685,97730.21,Small vendor - under threshold,Yes
3439d87b-2a6c-4ce7-bd4b-7e29f80322fe,29-06-2024 13:51,Zoya Bail,8107448563@okhdfcbank,Mobile Recharge,3805312132@okhdfcbank,8520.42,SUCCESS,Whitefield,No,Not Registered for GST,Service,18,1533.6756,119156.63,Small vendor - under threshold,Yes
c1e33699-cac5-4e77-88f7-b643efcb4ac0,22-06-2024 07:24,Heer Dutta,9264045632@oksbi,Kirana Store,9066412262@oksbi,2051.11,SUCCESS,Rajajinagar,Yes,Registered,Retail,5,102.5555,75760.41,Small vendor - under threshold,Yes
7dd6303f-eacc-43ba-9d44-ad906782bbed,16-06-2024 13:50,Arhaan Shankar,7034908901@okhdfcbank,Tea Shop,1011454822@okybl,4805.15,SUCCESS,HSR Layout,Yes,Registered,Food,5,240.2575,94100.2,Small vendor - under threshold,Yes
42d9370e-4e6a-4533-a388-e86558bd3578,10-06-2024 22:20,Purab Jhaveri,7451240945@okicici,Mini Bakery,3602299216@okicici,9707.44,FAILED,Hebbal,No,Avoiding Tax,Food,5,485.372,99927.83,Small vendor - under threshold,Yes
026355dc-01de-4424-9315-8ecacbadf8dd,05-06-2024 18:11,Ayesha Mane,3738797628@okicici,Battery Repair,9754546761@okicici,6515.54,FAILED,BTM Layout,No,Not Registered for GST,Service,18,1172.7972,82942.5,Small vendor - under threshold,No
a92f7bb2-4bfe-478f-b7f5-0d3c7060ff8f,27-06-2024 03:11,Umang Andra,6819166195@okicici,Fruit Cart,1973003949@okybl,4173.68,SUCCESS,Indiranagar,No,Prefers Cash,Supply,12,500.8416,94056.6,Small vendor - under threshold,Yes
2187aa4a-8d0b-417f-aae0-74bacff2ae96,25-06-2024 21:21,Umang Tandon,1024707953@okaxis,Mobile Recharge,7101152569@okicici,1680.81,SUCCESS,HSR Layout,No,Prefers Cash,Service,18,302.5458,119156.63,Small vendor - under threshold,Yes
517f7c65-7c88-4b76-bb2f-a737f7cdd47a,01-07-2024 14:35,Divyansh Grover,5319587591@okicici,Tea Shop,5580756758@oksbi,914.2,SUCCESS,Yeshwantpur,No,Prefers Cash,Food,5,45.71,14127.02,Small vendor - under threshold,Yes
948d0721-b77f-431a-9c47-ea3fe10a8986,05-06-2024 00:23,Indrajit Dube,4792232361@okaxis,Vegetable Seller,2032864599@okhdfcbank,1723.16,FAILED,BTM Layout,No,Prefers Cash,Supply,12,206.7792,58705.31,Small vendor - under threshold,Yes
07aa33e8-de5d-465b-bc0d-32bb60156a6f,27-06-2024 17:45,Kimaya Dugar,9502039998@okaxis,Toy Seller,5749624020@okybl,2192.66,SUCCESS,HSR Layout,No,Not Registered for GST,Retail,5,109.633,111276.05,Small vendor - under threshold,Yes
b1aab44e-4627-4bb8-b7ee-17359b128d3f,04-06-2024 23:54,Nishith Jani,0840007859@okybl,Tea Shop,6424966676@okybl,1911.72,FAILED,Whitefield,Yes,Avoiding Tax,Food,5,95.586,94100.2,Small vendor - under threshold,Yes
e815b5c8-d88d-491a-8b6a-3bcc1a9dfa5a,29-06-2024 20:29,Sahil Bhatt,3461228485@okaxis,Sticker Shop,2390287630@okybl,7014.04,SUCCESS,Yeshwantpur,No,Not Registered for GST,Retail,5,350.702,69197.56,Small vendor - under threshold,Yes
c0dc63ed-a271-404c-b05b-66eea26e01f4,03-07-2024 15:28,Kismat Bhagat,1085626417@okaxis,Local Cafe,5142464441@okicici,3775.69,SUCCESS,Jayanagar,No,Prefers Cash,Food,5,188.7845,15932.44,Small vendor - under threshold,Yes
a709fafd-5aac-4a7d-93e0-db13820dcc52,17-06-2024 11:33,Anya Sankaran,0406146044@okhdfcbank,Street Barber,0708736734@okaxis,9233.41,SUCCESS,Hebbal,Yes,Registered,Service,18,1662.0138,102893.42,Small vendor - under threshold,No
7aba4a9d-491d-4630-8e9b-ec13b7b332fe,11-06-2024 03:37,Ivana Rajan,0985570316@okhdfcbank,Flower Garland Seller,8990759858@okicici,6302.96,FAILED,Indiranagar,No,Not Registered for GST,Supply,12,756.3552,95955.04,Small vendor - under threshold,Yes
d28bcd7c-ed99-4cad-a286-b336ea3dbbf3,03-07-2024 00:56,Nirvi Kata,4780418075@okybl,Local Painter,5443874423@oksbi,3153.75,SUCCESS,Malleshwaram,No,Prefers Cash,Service,18,567.675,5971.8,Small vendor - under threshold,Yes
68cc15dd-b253-4abb-ae95-76f23624665c,25-06-2024 11:16,Aarna Rastogi,3696013432@okybl,Electronics Repair,8031960611@okaxis,8800.68,FAILED,Rajajinagar,No,Avoiding Tax,Service,18,1584.1224,133576.36,Small vendor - under threshold,Yes
96f70382-8955-4858-a279-14b32cc26103,02-07-2024 04:59,Kavya Mani,5484072152@okybl,Handicrafts Seller,6772755458@okhdfcbank,6836.6,FAILED,Malleshwaram,No,Prefers Cash,Retail,5,341.83,12191.48,Small vendor - under threshold,Yes
ca3efe60-77f7-4c52-b87e-835f2a5e7084,14-06-2024 20:48,Priyansh Kibe,0745617012@okaxis,Flower Seller,1798998963@okhdfcbank,5639.3,FAILED,Indiranagar,Yes,Avoiding Tax,Supply,12,676.716,93980.26,Small vendor - under threshold,Yes
3f2d11aa-6a22-4fee-9764-1e94edc5f03a,24-06-2024 13:04,Manjari Sampath,2982692270@okicici,Watch Repair,7681118283@okaxis,3309.16,FAILED,BTM Layout,No,Avoiding Tax,Service,18,595.6488,79995.93,Small vendor - under threshold,Yes
f6a1a911-4436-4ac5-841b-b5dc4490dbb4,24-06-2024 06:16,Raunak Rao,8177747026@oksbi,Ice Cream Cart,5086771673@okaxis,2377.11,SUCCESS,Indiranagar,No,Not Registered for GST,Food,5,118.8555,76934.42,Small vendor - under threshold,Yes
5f7bf32e-9c62-4539-b7be-00d371d09f97,11-06-2024 22:40,Mamooty Mane,5468320947@oksbi,Ice Cream Cart,2751076924@okhdfcbank,7458.39,SUCCESS,Indiranagar,No,Not Registered for GST,Food,5,372.9195,76934.42,Small vendor - under threshold,Yes
e680b426-56f0-47cf-bfa5-6ff4ffb83cd2,21-06-2024 04:12,Anvi Viswanathan,2353247072@okaxis,Sugarcane Juice,5259966569@okicici,3496.67,FAILED,Whitefield,No,Not Registered for GST,Food,5,174.8335,64457.47,Small vendor - under threshold,Yes
301c14d4-fc65-45b5-9300-1212267235fa,17-06-2024 02:23,Nehmat Sarma,0509129844@okybl,Local Cafe,0840982695@oksbi,9437.59,SUCCESS,Koramangala,No,Not Registered for GST,Food,5,471.8795,146760.04,Small vendor - under threshold,Yes
dbcd8fde-ef12-4429-a895-4f9cf2ecaaa7,28-06-2024 09:38,Tara Sethi,9221344086@okhdfcbank,Sugarcane Juice,2992364790@okybl,3867.81,FAILED,Rajajinagar,No,Avoiding Tax,Food,5,193.3905,64457.47,Small vendor - under threshold,Yes
62660621-a015-4ad9-9fca-6dcb0c6c357e,30-06-2024 23:33,Ayesha Sekhon,1546796206@okhdfcbank,Egg Stall,7966207941@okicici,28.52,FAILED,Jayanagar,No,Avoiding Tax,Supply,12,3.4224,57094.83,Small vendor - under threshold,Yes
e2e78475-164a-428c-8136-25270e41a084,08-06-2024 07:39,Tarini Tailor,8746222631@okybl,Roadside Books,0890046737@oksbi,6752.68,SUCCESS,Jayanagar,No,Prefers Cash,Retail,5,337.634,86856.16,Small vendor - under threshold,Yes
be360a78-f0be-4606-bded-fa0fcf7f49d4,15-06-2024 22:31,Ojas Bhatia,6660436302@okicici,Local Butcher,5942588030@okaxis,1598.09,SUCCESS,HSR Layout,Yes,Registered,Supply,12,191.7708,96606.3,Small vendor - under threshold,Yes
8893686f-2013-4720-bfc7-50b5da54cb21,08-06-2024 08:22,Aarush Johal,6807748770@okybl,Local Butcher,4180532196@okhdfcbank,330.09,FAILED,Jayanagar,No,Avoiding Tax,Supply,12,39.6108,96606.3,Small vendor - under threshold,Yes
44a16df3-b016-4684-9761-0db12b74ea58,03-07-2024 20:57,Baiju Gulati,5764250189@okhdfcbank,Flower Garland Seller,0881188606@okybl,8855.93,SUCCESS,Rajajinagar,No,Not Registered for GST,Supply,12,1062.7116,41806.22,Small vendor - under threshold,Yes
5ac6a8cc-58a5-44a9-b20f-a1a95ed2ecf1,12-06-2024 11:13,Hazel Amble,3430838626@oksbi,Snack Stall,5531675972@okaxis,4268.55,SUCCESS,HSR Layout,No,Avoiding Tax,Food,5,213.4275,102317.05,Small vendor - under threshold,Yes
8332d8ea-5bda-4494-91c7-7d34349c1f37,11-06-2024 11:11,Tiya Som,4591938420@okybl,Grocery Pushcart,6074050954@okybl,8666.18,SUCCESS,HSR Layout,No,Prefers Cash,Retail,5,433.309,64671.87,Small vendor - under threshold,Yes
8de06bc6-1ea5-4448-bd4c-8a4e62178995,20-06-2024 13:37,Biju Chaudhary,1505019996@oksbi,Snack Stall,2794983523@okybl,9468.41,SUCCESS,BTM Layout,No,Not Registered for GST,Food,5,473.4205,102317.05,Small vendor - under threshold,Yes
52059936-f18b-4088-87d6-005683a9bd10,03-07-2024 00:56,Sumer Golla,8286897884@okybl,Egg Stall,8699344815@okaxis,2803.53,SUCCESS,Koramangala,No,Not Registered for GST,Supply,12,336.4236,11806.81,Small vendor - under threshold,Yes
bb6aef75-74e6-40e3-84e2-281f0b3a537f,12-06-2024 13:57,Drishya Som,1075152669@oksbi,Clay Pot Seller,3039738440@okicici,4362.86,FAILED,Malleshwaram,No,Avoiding Tax,Retail,5,218.143,110868.43,Small vendor - under threshold,Yes
f5cca819-7751-48a1-bc0c-ecec750053db,26-06-2024 08:33,Mamooty Sidhu,3722762569@oksbi,Watch Repair,5722526561@okybl,4760.86,FAILED,Yeshwantpur,Yes,Avoiding Tax,Service,18,856.9548,79995.93,Small vendor - under threshold,Yes
ac836136-6bb0-42b3-b3f4-e01808d9c9b4,08-06-2024 07:21,Onkar Kuruvilla,7673112158@okhdfcbank,Fruit Cart,8536858349@okaxis,4100.68,FAILED,BTM Layout,No,Prefers Cash,Supply,12,492.0816,94056.6,Small vendor - under threshold,Yes
2564833d-402f-4952-980f-494604278e5a,19-06-2024 17:33,Aarna D’Alia,2647723902@oksbi,Plastic Items Seller,2441611299@oksbi,9813.22,SUCCESS,Hebbal,No,Not Registered for GST,Retail,5,490.661,85134.41,Small vendor - under threshold,Yes
c2087bc4-8674-424b-9af9-a4795f9ed850,26-06-2024 16:11,Sumer Tiwari,8033671210@okybl,Photo Print Stall,1712275040@oksbi,5580.42,FAILED,Koramangala,No,Avoiding Tax,Service,18,1004.4756,108139.06,Small vendor - under threshold,Yes
82d1fcce-9ea7-43bb-9de5-0e614d5f037d,29-06-2024 19:50,Rohan Ramachandran,5817344595@okicici,Photo Print Stall,3843783335@okicici,8170.19,FAILED,Koramangala,Yes,Prefers Cash,Service,18,1470.6342,108139.06,Small vendor - under threshold,Yes
faefe616-2031-4dbf-8619-9fe345e2027e,28-06-2024 17:51,Parinaaz Bhakta,1906854680@okhdfcbank,Local Butcher,7745223815@okybl,7287.99,SUCCESS,Koramangala,No,Not Registered for GST,Supply,12,874.5588,96606.3,Small vendor - under threshold,Yes
8cc7b996-cd9f-4d48-8b91-2768b33f665a,30-06-2024 12:31,Nayantara Sampath,1016813295@okicici,Fruit Cart,6585134227@okicici,9297.68,SUCCESS,Indiranagar,Yes,Registered,Supply,12,1115.7216,94056.6,Small vendor - under threshold,Yes
f3a01fd3-99e5-4d64-b250-f69118d92c8b,20-06-2024 11:09,Pari Gola,8471853112@okaxis,Footwear Repair,7633717196@okhdfcbank,2446.68,FAILED,Hebbal,No,Not Registered for GST,Service,18,440.4024,77759,Small vendor - under threshold,Yes
92dbd8ae-1e2d-4a28-b2e8-14fc14016949,18-06-2024 20:16,Ranbir Dhar,7372313651@oksbi,Watch Repair,2891356389@okhdfcbank,5743.74,SUCCESS,BTM Layout,Yes,Registered,Service,18,1033.8732,79995.93,Small vendor - under threshold,Yes
7f4000a8-12ca-4034-9290-b966de4ce180,20-06-2024 11:22,Ishaan Cheema,4381334435@okybl,Toy Seller,1498236388@okybl,9314.85,SUCCESS,Hebbal,Yes,Registered,Retail,5,465.7425,111276.05,Small vendor - under threshold,Yes
ec3e86c5-a106-49a5-9b76-b5861af0dcba,15-06-2024 00:21,Mamooty Bhardwaj,7389087707@okicici,Local Butcher,8635820861@okybl,5180.4,SUCCESS,Malleshwaram,No,Avoiding Tax,Supply,12,621.648,96606.3,Small vendor - under threshold,Yes
80e7e291-ab10-4c72-adb5-9e923e230452,17-06-2024 05:42,Mamooty Dewan,2852894881@okicici,Local Cafe,6772041744@okybl,4424.36,SUCCESS,Whitefield,Yes,Registered,Food,5,221.218,146760.04,Small vendor - under threshold,Yes
b85affe6-99bc-4281-9cd8-012632c57334,21-06-2024 20:37,Urvi Ramanathan,2089793499@oksbi,Roadside Books,4672090377@oksbi,1922.04,SUCCESS,Hebbal,No,Avoiding Tax,Retail,5,96.102,86856.16,Small vendor - under threshold,Yes
13b93023-1cea-4475-bb1d-192c2bd73ddd,26-06-2024 19:24,Ayesha Sethi,1627452537@okhdfcbank,Roadside Books,2509936499@okaxis,6697.77,FAILED,Koramangala,No,Not Registered for GST,Retail,5,334.8885,86856.16,Small vendor - under threshold,Yes
b639c0f1-a01e-46c7-aba1-c9036d38b78d,07-06-2024 12:10,Jiya Doshi,9488467651@okybl,Handicrafts Seller,1410480288@okhdfcbank,7315.5,SUCCESS,Malleshwaram,No,Not Registered for GST,Retail,5,365.775,131773.59,Small vendor - under threshold,Yes
2ba823a5-3002-410d-80fd-0c92395835f1,22-06-2024 22:10,Shray Sachdev,9971789252@okicici,Street Magician,7128273323@okhdfcbank,4159.75,FAILED,Whitefield,No,Prefers Cash,Service,18,748.755,67964.91,Small vendor - under threshold,Yes
e2cdf5d2-0a88-448b-a41e-18e64ecf1295,01-07-2024 19:31,Vidur Sur,8710071433@okhdfcbank,Flower Seller,9221453525@okhdfcbank,5268.57,FAILED,Rajajinagar,No,Not Registered for GST,Supply,12,632.2284,15707.62,Small vendor - under threshold,Yes
26d16221-172d-469c-b5a9-cddeae89ca07,07-06-2024 15:50,Devansh Kumar,6706483439@okicici,Snack Stall,6796250439@okhdfcbank,1412.47,FAILED,Whitefield,No,Avoiding Tax,Food,5,70.6235,102317.05,Small vendor - under threshold,Yes
cde0ea22-9787-40b7-886b-221a4fbd837f,04-06-2024 06:02,Divij Dhaliwal,4335494849@oksbi,Cycle Repair,4818458156@okhdfcbank,2177.73,SUCCESS,Rajajinagar,Yes,Registered,Service,18,391.9914,56755.22,Small vendor - under threshold,No
b7b6f2e1-18f2-4a6e-bd4a-36cb083e0f8b,28-06-2024 01:21,Taimur Sahni,6502239601@okicici,Street Barber,7696068832@okybl,5072.3,SUCCESS,Jayanagar,Yes,Registered,Service,18,913.014,102893.42,Small vendor - under threshold,No
21d41479-8fec-4da4-b5b0-cbba4b905007,27-06-2024 14:57,Taran Zacharia,5331216866@oksbi,Clay Pot Seller,8062998820@okhdfcbank,228.33,FAILED,Whitefield,Yes,Not Registered for GST,Retail,5,11.4165,110868.43,Small vendor - under threshold,Yes
04945752-915d-4356-8ba6-bfd91ed6e78d,01-07-2024 23:35,Charvi Zachariah,4950994660@okicici,Local Cafe,5476098502@oksbi,4325.47,SUCCESS,Rajajinagar,No,Not Registered for GST,Food,5,216.2735,15932.44,Small vendor - under threshold,Yes
a11f6e72-014e-4dac-9044-9cd7b7f7c2b6,30-06-2024 04:46,Onkar Walia,2253566954@okicici,Tea Shop,4208921070@okybl,9428.09,FAILED,Yeshwantpur,No,Prefers Cash,Food,5,471.4045,94100.2,Small vendor - under threshold,Yes
1fa47bbe-73e6-44df-843d-12c94955028b,07-06-2024 09:57,Rati Dhar,0378580206@okhdfcbank,Street Magician,1633661498@okhdfcbank,4241.45,SUCCESS,Koramangala,No,Avoiding Tax,Service,18,763.461,67964.91,Small vendor - under threshold,Yes
85ce2baa-5ba9-4595-8035-602a626a6741,05-06-2024 12:06,Veer Andra,3056659621@okicici,Bamboo Chair Seller,6710311823@okybl,4486.56,SUCCESS,Indiranagar,No,Prefers Cash,Retail,5,224.328,97095.4,Small vendor - under threshold,Yes
3ec82afa-f51e-4857-8a33-bfce8d8d60ec,21-06-2024 13:07,Vardaniya Dasgupta,6967938485@okicici,Local Butcher,5125403875@oksbi,4095.83,FAILED,Whitefield,Yes,Avoiding Tax,Supply,12,491.4996,96606.3,Small vendor - under threshold,Yes
903e6d72-f816-4fb6-b650-6bbb5aee7e4e,04-06-2024 19:05,Siya Atwal,7156292739@oksbi,Fruit Cart,3840783085@okhdfcbank,9507.47,FAILED,HSR Layout,No,Avoiding Tax,Supply,12,1140.8964,94056.6,Small vendor - under threshold,Yes
4da92580-5b45-44b5-a195-f577b673e14d,12-06-2024 14:27,Reyansh Gour,3574302555@okybl,Photo Print Stall,4781431918@okhdfcbank,1238.81,FAILED,Hebbal,No,Avoiding Tax,Service,18,222.9858,108139.06,Small vendor - under threshold,Yes
7562a6d8-a20a-464e-85b7-2305164b16ae,27-06-2024 14:18,Ivan Ramesh,1692904811@okicici,Handicrafts Seller,4428325906@okicici,4982.34,SUCCESS,Rajajinagar,No,Avoiding Tax,Retail,5,249.117,131773.59,Small vendor - under threshold,Yes
4994f75a-fbb1-40a8-a230-17afe0bf8ab7,07-06-2024 00:55,Prerak Wali,9603857949@okhdfcbank,Kirana Store,6993519810@okhdfcbank,4708.7,FAILED,BTM Layout,No,Avoiding Tax,Retail,5,235.435,75760.41,Small vendor - under threshold,Yes
f03aee82-affe-43c2-a8d9-23c05b3be54c,14-06-2024 23:01,Bhamini Date,2375028218@okicici,Auto Driver,6985797819@okicici,7769.28,SUCCESS,Rajajinagar,No,Not Registered for GST,Service,18,1398.4704,85232.82,Small vendor - under threshold,Yes
93f47dc7-6124-46b5-b718-9190d4f7e032,01-07-2024 07:41,Seher Chaudry,5572286987@okicici,Chaat Stall,8426856689@okaxis,8449.94,FAILED,Whitefield,No,Not Registered for GST,Food,5,422.497,8449.94,Small vendor - under threshold,Yes
ea6f6810-0b53-4fa7-a422-8c09a35a3c39,23-06-2024 16:56,Ritvik Bassi,9932809090@okybl,Local Cafe,3237592515@okicici,929.96,SUCCESS,Rajajinagar,No,Prefers Cash,Food,5,46.498,146760.04,Small vendor - under threshold,Yes
f46b70db-ca74-493b-ba2e-a8915408d81d,07-06-2024 02:59,Sumer Kata,7521038427@okybl,Small Restaurant,4009653412@okhdfcbank,968.13,FAILED,Malleshwaram,No,Not Registered for GST,Food,5,48.4065,88760.43,Small vendor - under threshold,Yes
234fea1f-012d-4428-b12e-07110a984591,21-06-2024 14:53,Prisha Toor,1998307599@okhdfcbank,Egg Stall,4326690104@okicici,223.32,FAILED,BTM Layout,Yes,Prefers Cash,Supply,12,26.7984,57094.83,Small vendor - under threshold,Yes
9e719490-5ab5-4c91-bd5d-edf4f1e377ee,09-06-2024 09:20,Dishani Bala,8923848538@okhdfcbank,Local Painter,6469961712@okhdfcbank,2805.79,SUCCESS,Whitefield,Yes,Registered,Service,18,505.0422,95505.89,Small vendor - under threshold,Yes
4688d21e-35b1-4606-b3fd-07668bfea5cf,27-06-2024 18:33,Ojas Bhatnagar,6383164513@okaxis,Sugarcane Juice,6232052858@okybl,4125.72,SUCCESS,Indiranagar,No,Avoiding Tax,Food,5,206.286,64457.47,Small vendor - under threshold,Yes
dd26839a-08e9-41a7-bb7c-49d1df122b16,11-06-2024 06:00,Seher Chanda,3968859280@oksbi,Electronics Repair,9975330374@okybl,3646.36,SUCCESS,Malleshwaram,Yes,Registered,Service,18,656.3448,133576.36,Small vendor - under threshold,Yes
bf866061-c2b2-4c3f-b3ed-bf650089d355,23-06-2024 18:42,Divit Dhawan,9283400471@okybl,Footwear Repair,9576833653@okhdfcbank,5910.68,FAILED,BTM Layout,No,Not Registered for GST,Service,18,1063.9224,77759,Small vendor - under threshold,Yes
2e94ec53-f2b1-4fb1-ac60-078ea038289d,17-06-2024 18:35,Anahi Chaudhary,7503069566@okaxis,Fruit Cart,5636325355@okhdfcbank,8150.06,FAILED,Hebbal,Yes,Avoiding Tax,Supply,12,978.0072,94056.6,Small vendor - under threshold,Yes
d47e549b-5a3c-474f-90c1-341279d6bf7f,25-06-2024 08:31,Chirag Kashyap,9333991645@okicici,Small Restaurant,7280758400@okaxis,3972.18,SUCCESS,HSR Layout,Yes,Registered,Food,5,198.609,88760.43,Small vendor - under threshold,Yes
c5e2904f-018b-49fe-8f10-9689af421626,21-06-2024 16:56,Indranil Yohannan,8482699080@okybl,Bamboo Products,5273260614@oksbi,73.8,SUCCESS,Hebbal,Yes,Registered,Retail,5,3.69,89818.54,Small vendor - under threshold,Yes
